date,school,campus,grade,students_enrolled,attendance_present,absences,graduations,disciplinary_incidents,avg_test_score,teacher_absences,operating_cost
2025-02-10,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,77.3,1,25492.39
2025-02-17,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,78.9,1,31179.34
2025-02-17,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,75.2,1,29625.88
2025-02-17,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,73.7,1,28631.38
2025-02-17,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,76.6,0,28637.87
2025-02-17,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,75.2,1,27226.81
2025-02-17,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,75.5,1,26389.44
2025-02-17,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,73.7,1,26343.0
2025-02-17,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,75.6,0,26761.33
2025-02-24,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,73.7,1,30369.37
2025-02-24,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,77.0,1,29665.11
2025-02-24,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,74.9,0,29542.72
2025-02-24,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,74.2,0,29002.34
2025-02-24,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,75.0,1,28294.57
2025-02-24,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,74.4,0,26945.04
2025-02-24,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,78.6,0,26780.12
2025-02-24,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,77.5,0,25880.81
2025-03-03,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,77.0,0,30825.55
2025-03-03,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,77.6,1,29295.38
2025-03-03,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,74.6,1,29863.94
2025-03-03,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,78.3,1,27822.47
2025-03-03,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,73.2,0,28174.11
2025-03-03,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,75.3,0,26890.06
2025-03-03,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,76.9,0,26627.34
2025-03-03,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,78.1,0,25382.84
2025-03-10,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,78.0,0,30365.79
2025-03-10,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,73.1,1,28447.02
2025-03-10,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,76.6,1,29050.12
2025-03-10,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,78.8,0,27495.42
2025-03-10,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,78.1,1,27886.42
2025-03-10,Northstar Public School,South Campus,Grade_7,299,279,20,0,2,77.1,1,27682.74
2025-03-10,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,78.6,1,27767.5
2025-03-10,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,74.0,1,24905.61
2025-03-17,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,78.1,0,30701.92
2025-03-17,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,73.1,0,28787.75
2025-03-17,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,77.8,1,29855.6
2025-03-17,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,75.1,1,28362.11
2025-03-17,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,74.4,0,26959.48
2025-03-17,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,73.7,0,28147.65
2025-03-17,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,76.5,1,25881.73
2025-03-17,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,74.3,0,26671.35
2025-03-24,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.4,0,29016.65
2025-03-24,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,76.1,1,30040.12
2025-03-24,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,73.8,0,30082.98
2025-03-24,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,74.9,0,28873.59
2025-03-24,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,78.1,1,28404.33
2025-03-24,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,74.1,0,26215.37
2025-03-24,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,73.8,0,26104.54
2025-03-24,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,78.2,1,25586.31
2025-03-31,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,74.2,1,29115.56
2025-03-31,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,75.9,1,30207.26
2025-03-31,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,74.0,1,28621.79
2025-03-31,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,76.9,1,28157.71
2025-03-31,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,75.2,1,27510.29
2025-03-31,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,75.2,0,26291.11
2025-03-31,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,73.7,0,25697.53
2025-03-31,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,78.1,1,25238.81
2025-04-07,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,77.7,0,30369.17
2025-04-07,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,75.0,1,28424.43
2025-04-07,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,73.7,1,29933.97
2025-04-07,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,77.1,1,27214.65
2025-04-07,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,76.3,1,28598.0
2025-04-07,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,76.4,1,26491.38
2025-04-07,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,79.0,1,26091.37
2025-04-07,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,75.9,1,26969.77
2025-04-14,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,74.2,0,29101.15
2025-04-14,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,78.5,1,29227.22
2025-04-14,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,76.1,1,29720.81
2025-04-14,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.7,0,29095.6
2025-04-14,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,75.0,1,27080.88
2025-04-14,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,77.8,0,27828.02
2025-04-14,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,78.0,0,27322.95
2025-04-14,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,77.7,1,26744.29
2025-04-21,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,74.6,0,31010.41
2025-04-21,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,73.8,1,30005.18
2025-04-21,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,77.8,1,30195.37
2025-04-21,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,78.0,1,27968.65
2025-04-21,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,75.8,0,27131.2
2025-04-21,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,78.1,0,26586.26
2025-04-21,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,77.4,0,27668.27
2025-04-21,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,78.2,0,25068.21
2025-04-28,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,75.9,1,29092.2
2025-04-28,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,75.8,0,29907.52
2025-04-28,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,75.1,1,28358.83
2025-04-28,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,77.0,1,28566.9
2025-04-28,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,75.7,0,28488.14
2025-04-28,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,75.4,1,27642.37
2025-04-28,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,73.6,1,27560.43
2025-04-28,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,75.5,1,26644.85
2025-05-05,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.1,1,31172.27
2025-05-05,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,74.4,0,28755.66
2025-05-05,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,76.5,0,29993.48
2025-05-05,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,78.7,1,28293.43
2025-05-05,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,73.6,0,28439.31
2025-05-05,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,73.4,0,27357.58
2025-05-05,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,76.2,1,27672.11
2025-05-05,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,73.1,1,26813.75
2025-05-12,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,77.6,1,30865.8
2025-05-12,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,77.0,0,30086.69
2025-05-12,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,75.3,1,28833.86
2025-05-12,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,76.8,1,28647.03
2025-05-12,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,73.5,0,27263.99
2025-05-12,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,76.6,0,27800.71
2025-05-12,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,78.1,0,25961.24
2025-05-12,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,78.7,0,25783.24
2025-05-19,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,76.4,0,30037.1
2025-05-19,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,76.7,0,30700.34
2025-05-19,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,75.7,0,28945.98
2025-05-19,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,75.6,0,29108.17
2025-05-19,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,77.9,1,27790.45
2025-05-19,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,78.4,0,26914.35
2025-05-19,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,73.2,1,27663.31
2025-05-19,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,78.2,0,26021.18
2025-05-26,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,74.9,0,29094.16
2025-05-26,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,75.0,1,29164.99
2025-05-26,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,77.7,1,29582.37
2025-05-26,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,76.1,1,27236.42
2025-05-26,Northstar Public School,South Campus,Grade_6,304,291,13,0,2,73.2,1,26600.59
2025-05-26,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,76.2,1,26764.44
2025-05-26,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,75.0,0,26645.75
2025-05-26,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,75.3,0,25047.06
2025-06-02,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,74.5,1,30118.22
2025-06-02,Northstar Public School,North Campus,Grade_7,325,302,23,0,3,75.5,1,28677.85
2025-06-02,Northstar Public School,North Campus,Grade_8,320,298,22,0,3,75.7,1,30242.63
2025-06-02,Northstar Public School,North Campus,Grade_9,310,283,27,1,2,76.2,1,28132.87
2025-06-02,Northstar Public School,South Campus,Grade_6,304,282,22,0,2,77.0,1,28527.29
2025-06-02,Northstar Public School,South Campus,Grade_7,299,278,21,0,2,74.3,1,27396.72
2025-06-02,Northstar Public School,South Campus,Grade_8,294,274,20,0,2,77.5,1,27646.82
2025-06-02,Northstar Public School,South Campus,Grade_9,285,265,20,1,2,75.4,1,26115.05
2025-06-09,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,78.6,1,31190.81
2025-06-09,Northstar Public School,North Campus,Grade_7,325,299,26,0,3,76.2,1,29958.43
2025-06-09,Northstar Public School,North Campus,Grade_8,320,291,29,0,3,76.3,1,28922.28
2025-06-09,Northstar Public School,North Campus,Grade_9,310,286,24,1,2,74.0,1,28521.33
2025-06-09,Northstar Public School,South Campus,Grade_6,304,280,24,0,2,74.5,0,27323.89
2025-06-09,Northstar Public School,South Campus,Grade_7,299,273,26,0,2,78.0,1,26873.58
2025-06-09,Northstar Public School,South Campus,Grade_8,294,268,26,0,2,74.2,1,27703.81
2025-06-09,Northstar Public School,South Campus,Grade_9,285,263,22,1,2,78.5,0,25859.82
2025-06-16,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,78.9,1,30519.59
2025-06-16,Northstar Public School,North Campus,Grade_7,325,299,26,0,3,74.6,0,28508.33
2025-06-16,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,78.3,0,28331.53
2025-06-16,Northstar Public School,North Campus,Grade_9,310,284,26,1,2,75.8,0,27450.44
2025-06-16,Northstar Public School,South Campus,Grade_6,304,280,24,0,2,77.9,0,27369.22
2025-06-16,Northstar Public School,South Campus,Grade_7,299,277,22,0,2,74.2,1,27425.21
2025-06-16,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,75.1,0,26196.06
2025-06-16,Northstar Public School,South Campus,Grade_9,285,264,21,1,2,75.5,1,25873.93
2025-06-23,Northstar Public School,North Campus,Grade_6,330,303,27,0,3,78.4,0,28851.3
2025-06-23,Northstar Public School,North Campus,Grade_7,325,298,27,0,3,76.3,1,30144.81
2025-06-23,Northstar Public School,North Campus,Grade_8,320,291,29,0,3,76.6,1,28052.95
2025-06-23,Northstar Public School,North Campus,Grade_9,310,286,24,1,2,74.3,0,29187.43
2025-06-23,Northstar Public School,South Campus,Grade_6,304,280,24,0,2,74.7,0,26690.71
2025-06-23,Northstar Public School,South Campus,Grade_7,299,272,27,0,2,74.7,1,27675.66
2025-06-23,Northstar Public School,South Campus,Grade_8,294,268,26,0,2,73.1,1,26726.63
2025-06-23,Northstar Public School,South Campus,Grade_9,285,263,22,1,2,74.4,0,25734.38
2025-06-30,Northstar Public School,North Campus,Grade_6,330,306,24,0,3,74.9,0,29648.25
2025-06-30,Northstar Public School,North Campus,Grade_7,325,296,29,0,3,77.8,0,30639.6
2025-06-30,Northstar Public School,North Campus,Grade_8,320,294,26,0,3,77.7,0,28696.25
2025-06-30,Northstar Public School,North Campus,Grade_9,310,289,21,1,2,78.5,0,28840.3
2025-06-30,Northstar Public School,South Campus,Grade_6,304,283,21,0,2,76.1,0,28468.68
2025-06-30,Northstar Public School,South Campus,Grade_7,299,277,22,0,2,75.5,0,26893.96
2025-06-30,Northstar Public School,South Campus,Grade_8,294,274,20,0,2,77.9,0,26787.6
2025-06-30,Northstar Public School,South Campus,Grade_9,285,266,19,1,2,75.0,0,25054.4
2025-07-07,Northstar Public School,North Campus,Grade_6,330,301,29,0,3,78.6,1,29837.72
2025-07-07,Northstar Public School,North Campus,Grade_7,325,300,25,0,3,77.2,1,30481.25
2025-07-07,Northstar Public School,North Campus,Grade_8,320,292,28,0,3,78.9,0,29441.61
2025-07-07,Northstar Public School,North Campus,Grade_9,310,288,22,0,2,78.4,0,28162.23
2025-07-07,Northstar Public School,South Campus,Grade_6,304,282,22,0,2,73.1,1,27733.23
2025-07-07,Northstar Public School,South Campus,Grade_7,299,276,23,0,2,77.4,1,26588.55
2025-07-07,Northstar Public School,South Campus,Grade_8,294,273,21,0,2,73.0,1,27615.73
2025-07-07,Northstar Public School,South Campus,Grade_9,285,260,25,0,2,77.3,0,25429.9
2025-07-14,Northstar Public School,North Campus,Grade_6,330,305,25,0,3,74.7,1,29919.03
2025-07-14,Northstar Public School,North Campus,Grade_7,325,298,27,0,3,75.9,1,30687.99
2025-07-14,Northstar Public School,North Campus,Grade_8,320,294,26,0,3,76.6,1,28146.8
2025-07-14,Northstar Public School,North Campus,Grade_9,310,283,27,0,2,75.8,1,28438.79
2025-07-14,Northstar Public School,South Campus,Grade_6,304,276,28,0,2,74.6,1,28365.06
2025-07-14,Northstar Public School,South Campus,Grade_7,299,276,23,0,2,76.2,1,26907.24
2025-07-14,Northstar Public School,South Campus,Grade_8,294,270,24,0,2,73.8,1,25869.58
2025-07-14,Northstar Public School,South Campus,Grade_9,285,261,24,0,2,77.0,1,25098.99
2025-07-21,Northstar Public School,North Campus,Grade_6,330,302,28,0,3,74.3,0,30431.36
2025-07-21,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,73.5,1,29969.94
2025-07-21,Northstar Public School,North Campus,Grade_8,320,295,25,0,3,76.0,1,28149.18
2025-07-21,Northstar Public School,North Campus,Grade_9,310,283,27,0,2,73.5,1,27510.72
2025-07-21,Northstar Public School,South Campus,Grade_6,304,278,26,0,2,76.0,0,27169.8
2025-07-21,Northstar Public School,South Campus,Grade_7,299,275,24,0,2,75.8,1,26247.8
2025-07-21,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,77.2,0,26800.69
2025-07-21,Northstar Public School,South Campus,Grade_9,285,261,24,0,2,75.7,0,25443.63
2025-07-28,Northstar Public School,North Campus,Grade_6,330,300,30,0,3,75.0,0,30191.66
2025-07-28,Northstar Public School,North Campus,Grade_7,325,298,27,0,3,76.9,1,30061.62
2025-07-28,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,73.3,1,28496.57
2025-07-28,Northstar Public School,North Campus,Grade_9,310,287,23,0,2,74.7,1,28992.96
2025-07-28,Northstar Public School,South Campus,Grade_6,304,283,21,0,2,77.5,1,28700.62
2025-07-28,Northstar Public School,South Campus,Grade_7,299,276,23,0,2,74.4,1,28256.83
2025-07-28,Northstar Public School,South Campus,Grade_8,294,274,20,0,2,77.0,0,27306.85
2025-07-28,Northstar Public School,South Campus,Grade_9,285,260,25,0,2,74.0,1,26351.89
2025-08-04,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.7,1,30171.25
2025-08-04,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,73.9,0,29759.6
2025-08-04,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,78.7,1,29495.75
2025-08-04,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.0,1,28023.11
2025-08-04,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,75.2,0,27173.23
2025-08-04,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,73.3,1,28275.36
2025-08-04,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,77.9,0,26031.55
2025-08-04,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,73.0,1,26132.59
2025-08-11,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,75.4,1,30864.54
2025-08-11,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,73.4,0,29405.08
2025-08-11,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,78.3,0,28996.46
2025-08-11,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.5,0,27703.23
2025-08-11,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,75.4,0,27658.21
2025-08-11,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,78.0,1,26605.61
2025-08-11,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,76.9,0,26336.68
2025-08-11,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,75.4,1,25099.73
2025-08-18,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,73.1,1,29630.2
2025-08-18,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,75.7,1,28489.8
2025-08-18,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,73.0,0,30208.69
2025-08-18,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.9,1,27304.36
2025-08-18,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,75.6,0,26622.97
2025-08-18,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,76.5,0,28259.8
2025-08-18,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,78.5,0,26931.82
2025-08-18,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,78.5,1,25857.47
2025-08-25,Northstar Public School,North Campus,Grade_6,330,308,22,0,3,78.0,1,30386.53
2025-08-25,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,76.7,0,28890.54
2025-08-25,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,78.4,1,30205.88
2025-08-25,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,74.3,1,27945.28
2025-08-25,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,73.7,1,28675.04
2025-08-25,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,76.5,1,27289.61
2025-08-25,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,75.0,0,26549.11
2025-08-25,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,77.5,0,25831.7
2025-09-01,Northstar Public School,North Campus,Grade_6,330,308,22,0,3,73.1,1,30532.68
2025-09-01,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,74.7,0,29899.99
2025-09-01,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,78.9,1,30098.4
2025-09-01,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,73.2,0,27588.45
2025-09-01,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,75.8,1,28656.53
2025-09-01,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,76.8,1,27514.83
2025-09-01,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,74.2,1,27295.41
2025-09-01,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,77.9,1,25648.09
2025-09-08,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,73.0,1,29754.91
2025-09-08,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,78.8,1,30159.88
2025-09-08,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,73.5,0,29303.92
2025-09-08,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,73.4,0,28967.66
2025-09-08,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,78.3,1,26955.75
2025-09-08,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,74.1,0,26255.53
2025-09-08,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,73.6,1,26801.63
2025-09-08,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,74.4,1,26722.33
2025-09-15,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,75.3,1,29711.36
2025-09-15,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,75.2,0,28598.72
2025-09-15,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,76.8,1,29713.5
2025-09-15,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,78.1,0,27481.36
2025-09-15,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,73.9,1,27930.95
2025-09-15,Northstar Public School,South Campus,Grade_7,299,279,20,0,2,78.8,1,27781.89
2025-09-15,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,73.8,1,27739.56
2025-09-15,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,76.5,1,26012.33
2025-09-22,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,74.0,1,30960.61
2025-09-22,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,76.7,0,30321.0
2025-09-22,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,74.8,1,30185.68
2025-09-22,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,78.2,1,27172.52
2025-09-22,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,74.2,1,27965.89
2025-09-22,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,78.5,0,27630.71
2025-09-22,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,77.6,0,26669.92
2025-09-22,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,76.3,0,24935.96
2025-09-29,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,76.6,0,28880.43
2025-09-29,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,78.6,1,29865.24
2025-09-29,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,73.2,0,29089.55
2025-09-29,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,77.0,0,28395.92
2025-09-29,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,78.2,0,27240.93
2025-09-29,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,73.5,0,26815.96
2025-09-29,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,75.4,1,25780.74
2025-09-29,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,78.4,0,25422.21
2025-10-06,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,76.6,1,31059.76
2025-10-06,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,78.8,1,30381.49
2025-10-06,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,77.7,1,29462.89
2025-10-06,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,78.9,0,29231.65
2025-10-06,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,76.4,0,28084.18
2025-10-06,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,74.2,0,26244.47
2025-10-06,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,77.3,0,26716.3
2025-10-06,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,78.1,0,26598.4
2025-10-13,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,74.0,1,30880.09
2025-10-13,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,74.0,1,28955.48
2025-10-13,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,78.4,0,29747.28
2025-10-13,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,73.4,0,28178.22
2025-10-13,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,75.9,1,27984.91
2025-10-13,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,77.1,1,28260.74
2025-10-13,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,77.2,1,26316.45
2025-10-13,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,74.2,0,26656.36
2025-10-20,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,75.6,1,30316.97
2025-10-20,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,76.0,0,29197.6
2025-10-20,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,75.2,1,28267.57
2025-10-20,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,77.9,0,28857.43
2025-10-20,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,74.8,1,26615.69
2025-10-20,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,78.3,1,26273.96
2025-10-20,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,78.1,1,26703.45
2025-10-20,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,78.5,0,26145.25
2025-10-27,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.7,1,28886.8
2025-10-27,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,76.7,0,30485.26
2025-10-27,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,77.9,1,28420.65
2025-10-27,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,77.1,1,27249.0
2025-10-27,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,77.4,0,28138.22
2025-10-27,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,78.4,1,27814.74
2025-10-27,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,77.3,1,27797.85
