date,region,product,channel,segment,revenue,units_sold,orders,customers,fulfilled_orders,stockout_events,inventory_units,cost_of_goods,marketing_spend,returns,support_tickets
2025-12-22,West,Product B,Online,Enterprise,6873.05,34,10,8,10,0,151,4000.77,597.56,0,1
2025-12-22,West,Product B,Online,SMB,4737.75,24,9,7,9,0,101,2813.44,441.13,1,1
2025-12-22,West,Product B,Retail Partner,Enterprise,5344.58,27,8,6,8,0,110,3214.6,301.54,0,1
2025-12-22,West,Product B,Retail Partner,SMB,3610.85,18,7,5,7,0,70,2116.52,178.84,1,1
2025-12-22,West,Product C,Online,Enterprise,11477.63,26,8,6,8,0,107,6840.21,996.31,0,1
2025-12-22,West,Product C,Online,SMB,7633.62,18,7,5,7,0,79,4671.25,715.76,0,1
2025-12-22,West,Product C,Retail Partner,Enterprise,8002.93,18,5,4,5,0,82,4804.36,368.88,0,1
2025-12-22,West,Product C,Retail Partner,SMB,5489.24,13,5,4,5,0,54,3268.51,296.76,0,1
2025-12-29,North,Product A,Online,Enterprise,14655.49,51,15,11,15,1,214,7804.79,1256.83,1,2
2025-12-29,North,Product A,Online,SMB,9684.8,34,13,10,13,0,157,5007.56,983.14,1,2
2025-12-29,North,Product A,Retail Partner,Enterprise,10451.54,37,11,8,11,0,175,5491.6,545.59,1,2
2025-12-29,North,Product A,Retail Partner,SMB,6426.89,23,9,7,9,1,102,3421.79,320.02,1,1
2025-12-29,North,Product B,Online,Enterprise,8079.27,40,11,9,11,1,165,4703.75,846.7,1,2
2025-12-29,North,Product B,Online,SMB,5156.34,26,10,8,10,0,106,3021.36,480.57,1,1
2025-12-29,North,Product B,Retail Partner,Enterprise,5806.17,28,8,6,8,0,120,3391.37,290.39,1,1
2025-12-29,North,Product B,Retail Partner,SMB,3567.61,18,7,6,7,0,80,2145.74,194.29,0,1
2025-12-29,North,Product C,Online,Enterprise,11600.85,26,8,6,8,0,123,6895.36,1319.91,0,1
2025-12-29,North,Product C,Online,SMB,7902.51,18,7,5,7,0,79,4771.32,821.54,0,1
2025-12-29,North,Product C,Retail Partner,Enterprise,9028.28,20,6,4,6,0,85,5307.07,463.28,0,1
2025-12-29,North,Product C,Retail Partner,SMB,6451.7,15,6,4,6,0,60,3858.09,338.82,0,1
2025-12-29,South,Product A,Online,Enterprise,10742.07,38,11,8,11,0,188,5786.09,910.34,1,2
2025-12-29,South,Product A,Online,SMB,7922.8,27,11,9,11,0,127,4148.91,724.83,1,2
2025-12-29,South,Product A,Retail Partner,Enterprise,8583.95,30,9,7,9,0,132,4578.02,395.99,1,1
2025-12-29,South,Product A,Retail Partner,SMB,6487.81,23,9,7,9,0,81,3428.02,356.22,1,1
2025-12-29,South,Product B,Online,Enterprise,5967.27,30,9,6,9,0,141,3538.95,566.98,1,2
2025-12-29,South,Product B,Online,SMB,3865.09,19,7,6,7,0,95,2243.81,367.57,0,1
2025-12-29,South,Product B,Retail Partner,Enterprise,4364.19,21,6,5,6,0,89,2539.83,237.61,0,1
2025-12-29,South,Product B,Retail Partner,SMB,3146.5,15,6,5,6,0,67,1796.1,155.9,0,1
2025-12-29,South,Product C,Online,Enterprise,10085.27,23,7,5,7,0,102,5955.98,983.21,0,1
2025-12-29,South,Product C,Online,SMB,6157.65,14,5,4,5,0,68,3581.52,615.49,0,1
2025-12-29,South,Product C,Retail Partner,Enterprise,7159.89,16,5,3,5,0,70,4157.95,348.89,0,1
2025-12-29,South,Product C,Retail Partner,SMB,4552.62,10,4,3,4,0,50,2703.03,215.21,0,1
2025-12-29,East,Product A,Online,Enterprise,10648.7,38,11,8,11,1,156,5690.01,1035.17,1,2
2025-12-29,East,Product A,Online,SMB,7056.96,25,10,8,10,0,106,3831.57,681.19,1,1
2025-12-29,East,Product A,Retail Partner,Enterprise,7218.5,26,7,6,7,0,117,3893.47,367.25,1,1
2025-12-29,East,Product A,Retail Partner,SMB,5192.01,18,7,5,7,0,77,2762.17,273.23,1,1
2025-12-29,East,Product B,Online,Enterprise,5733.23,28,8,6,8,0,117,3306.19,506.88,1,1
2025-12-29,East,Product B,Online,SMB,3746.75,18,7,5,7,0,75,2137.2,301.65,1,1
2025-12-29,East,Product B,Retail Partner,Enterprise,3978.72,19,5,4,5,0,81,2248.8,200.38,0,1
2025-12-29,East,Product B,Retail Partner,SMB,2593.51,13,5,4,5,0,58,1557.76,123.89,0,1
2025-12-29,East,Product C,Online,Enterprise,8584.37,20,6,5,6,0,83,5057.47,823.12,0,1
2025-12-29,East,Product C,Online,SMB,5473.32,13,5,4,5,0,57,3266.4,521.44,0,1
2025-12-29,East,Product C,Retail Partner,Enterprise,6160.98,14,4,3,4,0,64,3720.18,335.51,0,1
2025-12-29,East,Product C,Retail Partner,SMB,4634.94,11,4,3,4,0,41,2736.26,234.02,0,1
2025-12-29,West,Product A,Online,Enterprise,13081.36,46,13,10,13,0,201,7049.1,1242.73,1,2
2025-12-29,West,Product A,Online,SMB,8761.76,31,12,9,12,1,131,4687.0,944.77,1,1
2025-12-29,West,Product A,Retail Partner,Enterprise,10056.88,36,10,8,10,0,149,5413.12,435.28,1,2
2025-12-29,West,Product A,Retail Partner,SMB,7142.54,25,10,7,10,1,88,3727.16,332.56,1,1
2025-12-29,West,Product B,Online,Enterprise,7000.23,35,10,8,10,0,158,4120.69,593.78,1,2
2025-12-29,West,Product B,Online,SMB,4195.58,21,8,6,8,0,105,2428.92,380.23,0,1
2025-12-29,West,Product B,Retail Partner,Enterprise,4802.55,24,7,5,7,0,108,2826.87,256.52,0,1
2025-12-29,West,Product B,Retail Partner,SMB,3451.74,17,7,5,7,0,72,2021.59,170.24,0,1
2025-12-29,West,Product C,Online,Enterprise,11283.86,25,7,5,7,0,122,6635.12,1131.88,1,1
2025-12-29,West,Product C,Online,SMB,7717.15,18,7,5,7,0,76,4551.92,707.34,0,1
2025-12-29,West,Product C,Retail Partner,Enterprise,8387.45,19,6,4,6,0,77,5168.79,403.81,0,1
2025-12-29,West,Product C,Retail Partner,SMB,5618.19,13,5,4,5,0,59,3410.45,270.85,0,1
2026-01-05,North,Product A,Online,Enterprise,16023.41,55,16,12,16,1,211,8474.66,1356.63,1,2
2026-01-05,North,Product A,Online,SMB,9354.08,33,13,10,13,1,146,4992.01,839.09,1,2
2026-01-05,North,Product A,Retail Partner,Enterprise,10589.27,37,11,8,11,0,149,5641.53,597.91,1,2
2026-01-05,North,Product A,Retail Partner,SMB,7369.31,26,10,8,10,1,99,3820.49,364.76,1,1
2026-01-05,North,Product B,Online,Enterprise,7232.03,36,10,8,10,1,154,4323.83,661.32,1,2
2026-01-05,North,Product B,Online,SMB,5154.03,26,10,8,10,1,110,3003.03,496.65,0,1
2026-01-05,North,Product B,Retail Partner,Enterprise,5751.3,29,8,6,8,0,119,3441.58,298.83,1,2
2026-01-05,North,Product B,Retail Partner,SMB,3650.58,18,7,6,7,0,72,2133.52,177.76,0,1
2026-01-05,North,Product C,Online,Enterprise,11339.59,26,7,6,7,0,124,6665.58,1044.2,0,1
2026-01-05,North,Product C,Online,SMB,8351.1,19,7,6,7,0,83,4956.4,795.86,0,1
2026-01-05,North,Product C,Retail Partner,Enterprise,8299.02,19,5,4,5,0,87,5012.27,445.78,0,1
2026-01-05,North,Product C,Retail Partner,SMB,5708.45,13,5,4,5,0,56,3299.12,312.51,0,1
2026-01-05,South,Product A,Online,Enterprise,11752.68,41,12,10,12,1,171,6178.66,1069.32,1,2
2026-01-05,South,Product A,Online,SMB,6907.74,24,9,7,9,0,127,3701.18,602.74,0,1
2026-01-05,South,Product A,Retail Partner,Enterprise,9050.94,33,9,7,9,0,131,4920.09,421.73,1,1
2026-01-05,South,Product A,Retail Partner,SMB,5566.39,20,8,6,8,0,86,2977.61,293.37,0,1
2026-01-05,South,Product B,Online,Enterprise,5862.85,29,8,6,8,0,146,3374.07,529.54,0,1
2026-01-05,South,Product B,Online,SMB,4269.29,21,8,6,8,0,91,2497.6,397.39,0,1
2026-01-05,South,Product B,Retail Partner,Enterprise,4452.79,22,6,5,6,0,90,2575.18,222.54,0,1
2026-01-05,South,Product B,Retail Partner,SMB,3104.01,15,6,5,6,0,69,1800.87,172.51,0,1
2026-01-05,South,Product C,Online,Enterprise,10027.92,23,6,5,6,0,93,5969.44,863.36,0,1
2026-01-05,South,Product C,Online,SMB,6705.31,15,6,4,6,0,68,3959.5,722.98,0,1
2026-01-05,South,Product C,Retail Partner,Enterprise,6598.99,15,4,3,4,0,64,3872.06,376.51,0,1
2026-01-05,South,Product C,Retail Partner,SMB,5055.22,12,4,3,4,0,46,3039.9,284.85,0,1
2026-01-05,East,Product A,Online,Enterprise,10158.3,35,10,8,10,0,156,5171.4,1052.43,1,1
2026-01-05,East,Product A,Online,SMB,6519.33,23,9,7,9,0,101,3477.19,609.07,0,1
2026-01-05,East,Product A,Retail Partner,Enterprise,7151.19,25,7,5,7,0,117,3810.73,321.42,0,1
2026-01-05,East,Product A,Retail Partner,SMB,5054.39,18,7,5,7,0,80,2704.34,271.87,0,1
2026-01-05,East,Product B,Online,Enterprise,5101.87,26,7,6,7,0,120,3003.63,491.39,1,1
2026-01-05,East,Product B,Online,SMB,3751.45,18,7,6,7,1,72,2175.27,357.45,0,1
2026-01-05,East,Product B,Retail Partner,Enterprise,4021.74,20,6,4,6,0,80,2322.29,188.87,0,1
2026-01-05,East,Product B,Retail Partner,SMB,2497.88,12,5,4,5,0,62,1456.66,125.95,0,1
2026-01-05,East,Product C,Online,Enterprise,8337.37,19,5,4,5,0,91,4945.06,732.47,0,1
2026-01-05,East,Product C,Online,SMB,5598.2,13,5,4,5,0,56,3281.72,521.09,0,1
2026-01-05,East,Product C,Retail Partner,Enterprise,5482.36,13,4,3,4,0,67,3362.22,313.22,0,0
2026-01-05,East,Product C,Retail Partner,SMB,4006.42,9,4,3,4,0,41,2388.08,183.87,0,0
2026-01-05,West,Product A,Online,Enterprise,13367.41,47,13,10,13,1,199,7119.72,1244.02,1,2
2026-01-05,West,Product A,Online,SMB,9802.93,34,13,10,13,0,143,5263.18,861.74,1,2
2026-01-05,West,Product A,Retail Partner,Enterprise,10464.26,37,10,8,10,0,149,5474.91,521.27,1,1
2026-01-05,West,Product A,Retail Partner,SMB,6518.81,23,9,7,9,0,99,3549.69,351.27,1,2
2026-01-05,West,Product B,Online,Enterprise,7217.6,36,10,8,10,0,153,4252.65,697.79,1,1
2026-01-05,West,Product B,Online,SMB,4390.89,22,9,7,9,0,108,2617.79,448.34,1,1
2026-01-05,West,Product B,Retail Partner,Enterprise,4966.45,24,7,6,7,0,104,2901.57,281.54,1,1
2026-01-05,West,Product B,Retail Partner,SMB,3589.76,18,7,6,7,0,70,2144.78,171.81,0,1
2026-01-05,West,Product C,Online,Enterprise,11976.32,27,8,6,8,0,119,7111.23,1092.13,0,1
2026-01-05,West,Product C,Online,SMB,7305.21,17,7,5,7,0,78,4425.16,646.69,1,1
2026-01-05,West,Product C,Retail Partner,Enterprise,8370.16,19,6,4,6,0,79,5082.82,434.5,0,1
2026-01-05,West,Product C,Retail Partner,SMB,5338.12,12,5,4,5,0,55,3193.75,268.43,0,1
2026-01-12,North,Product A,Online,Enterprise,15832.97,55,16,13,16,1,224,8357.93,1473.61,1,2
2026-01-12,North,Product A,Online,SMB,8879.9,31,12,9,12,0,152,4731.95,824.14,1,2
2026-01-12,North,Product A,Retail Partner,Enterprise,9998.57,35,10,7,10,0,166,5334.79,537.91,1,1
2026-01-12,North,Product A,Retail Partner,SMB,6965.9,25,9,7,9,0,102,3693.44,364.74,1,1
2026-01-12,North,Product B,Online,Enterprise,8175.78,41,12,9,12,1,165,4792.0,818.34,1,1
2026-01-12,North,Product B,Online,SMB,4809.16,24,9,7,9,0,105,2815.2,447.59,1,1
2026-01-12,North,Product B,Retail Partner,Enterprise,5375.92,27,8,6,8,0,133,3150.06,290.79,0,1
2026-01-12,North,Product B,Retail Partner,SMB,3305.32,16,6,5,6,0,76,1948.9,156.62,0,1
2026-01-12,North,Product C,Online,Enterprise,11962.31,27,8,6,8,0,130,6982.93,1093.76,0,1
2026-01-12,North,Product C,Online,SMB,8604.22,20,8,6,8,0,80,5168.37,807.9,1,1
2026-01-12,North,Product C,Retail Partner,Enterprise,8068.17,18,5,4,5,0,95,4832.17,415.97,0,1
2026-01-12,North,Product C,Retail Partner,SMB,6012.41,14,5,4,5,0,59,3584.03,298.6,0,1
2026-01-12,South,Product A,Online,Enterprise,11743.93,42,12,9,12,1,182,6386.01,1031.19,1,2
2026-01-12,South,Product A,Online,SMB,8216.95,29,11,8,11,1,127,4467.7,814.5,1,1
2026-01-12,South,Product A,Retail Partner,Enterprise,8262.2,30,9,7,9,0,129,4468.53,409.57,1,1
2026-01-12,South,Product A,Retail Partner,SMB,5045.07,18,7,5,7,0,86,2693.38,264.11,1,1
2026-01-12,South,Product B,Online,Enterprise,6511.47,33,9,7,9,1,124,3941.5,620.18,0,2
2026-01-12,South,Product B,Online,SMB,4106.58,21,8,6,8,0,93,2446.92,354.98,1,1
2026-01-12,South,Product B,Retail Partner,Enterprise,4777.67,24,7,5,7,0,102,2790.86,273.2,0,1
2026-01-12,South,Product B,Retail Partner,SMB,2975.57,15,6,5,6,0,62,1748.18,153.4,0,1
2026-01-12,South,Product C,Online,Enterprise,10157.77,23,7,5,7,0,97,5893.18,1020.69,0,1
2026-01-12,South,Product C,Online,SMB,6035.55,14,5,4,5,0,63,3496.52,556.3,0,1
2026-01-12,South,Product C,Retail Partner,Enterprise,7630.6,17,5,4,5,0,69,4577.41,481.76,0,1
2026-01-12,South,Product C,Retail Partner,SMB,4922.93,11,4,3,4,0,45,2823.53,268.43,0,1
2026-01-12,East,Product A,Online,Enterprise,10581.63,37,11,8,11,1,153,5697.93,1070.07,1,2
2026-01-12,East,Product A,Online,SMB,7029.47,24,9,7,9,0,109,3660.2,750.12,1,1
2026-01-12,East,Product A,Retail Partner,Enterprise,7412.34,26,7,6,7,0,120,3865.02,395.8,0,1
2026-01-12,East,Product A,Retail Partner,SMB,5487.64,19,7,6,7,0,79,2948.34,259.03,0,1
2026-01-12,East,Product B,Online,Enterprise,5499.88,27,8,6,8,0,114,3184.79,525.8,1,1
2026-01-12,East,Product B,Online,SMB,3333.26,17,7,5,7,0,81,2004.96,310.73,0,1
2026-01-12,East,Product B,Retail Partner,Enterprise,3636.8,18,5,4,5,0,87,2164.79,223.62,0,1
2026-01-12,East,Product B,Retail Partner,SMB,2435.42,12,5,4,5,0,56,1445.97,135.07,0,1
2026-01-12,East,Product C,Online,Enterprise,9305.26,21,6,5,6,0,90,5613.35,886.66,0,1
2026-01-12,East,Product C,Online,SMB,5409.17,12,5,4,5,0,54,3189.89,437.2,0,1
2026-01-12,East,Product C,Retail Partner,Enterprise,6665.86,15,4,3,4,0,63,3893.29,317.92,0,1
2026-01-12,East,Product C,Retail Partner,SMB,3986.1,9,4,3,4,0,40,2334.13,211.97,0,0
2026-01-12,West,Product A,Online,Enterprise,12513.48,45,13,10,13,1,204,6761.83,1202.45,1,2
2026-01-12,West,Product A,Online,SMB,8214.56,30,11,9,11,0,136,4456.26,751.73,1,1
2026-01-12,West,Product A,Retail Partner,Enterprise,9659.29,33,9,7,9,0,143,5028.51,472.07,1,2
2026-01-12,West,Product A,Retail Partner,SMB,6196.46,21,8,6,8,0,96,3202.94,310.16,0,1
2026-01-12,West,Product B,Online,Enterprise,6897.43,34,10,8,10,0,153,4001.31,747.57,1,2
2026-01-12,West,Product B,Online,SMB,4698.18,23,9,7,9,0,92,2724.27,459.66,1,1
2026-01-12,West,Product B,Retail Partner,Enterprise,4789.26,24,7,6,7,0,105,2800.31,215.5,0,1
2026-01-12,West,Product B,Retail Partner,SMB,3227.06,16,6,5,6,0,80,1844.34,177.01,0,1
2026-01-12,West,Product C,Online,Enterprise,10839.88,25,7,5,7,0,116,6392.67,1014.87,0,1
2026-01-12,West,Product C,Online,SMB,7327.22,17,6,5,6,0,77,4412.86,821.62,0,1
2026-01-12,West,Product C,Retail Partner,Enterprise,8195.19,19,5,4,5,0,81,4960.5,439.8,0,1
2026-01-12,West,Product C,Retail Partner,SMB,5581.43,13,5,4,5,0,58,3292.04,268.17,0,1
2026-01-19,North,Product A,Online,Enterprise,14343.51,51,14,11,14,1,214,7841.79,1437.3,1,3
2026-01-19,North,Product A,Online,SMB,9027.56,32,12,10,12,1,140,4878.93,859.94,1,2
2026-01-19,North,Product A,Retail Partner,Enterprise,9758.85,35,10,8,10,0,164,5233.52,539.68,1,1
2026-01-19,North,Product A,Retail Partner,SMB,6616.27,23,9,7,9,0,109,3488.8,314.81,0,2
2026-01-19,North,Product B,Online,Enterprise,7548.19,38,11,8,11,1,165,4540.07,825.38,1,2
2026-01-19,North,Product B,Online,SMB,4863.6,24,9,7,9,1,105,2815.76,419.77,1,1
2026-01-19,North,Product B,Retail Partner,Enterprise,5324.62,27,8,6,8,0,110,3143.43,281.63,1,1
2026-01-19,North,Product B,Retail Partner,SMB,3578.67,18,7,5,7,0,75,2106.46,166.11,0,1
2026-01-19,North,Product C,Online,Enterprise,13088.64,30,8,6,8,1,122,7826.64,1145.0,1,1
2026-01-19,North,Product C,Online,SMB,7685.07,17,7,5,7,0,76,4378.99,671.2,0,1
2026-01-19,North,Product C,Retail Partner,Enterprise,7911.96,18,5,4,5,0,91,4712.15,424.24,0,1
2026-01-19,North,Product C,Retail Partner,SMB,5727.78,13,5,4,5,0,54,3373.0,349.57,0,1
2026-01-19,South,Product A,Online,Enterprise,10548.0,37,11,8,11,0,180,5735.57,991.17,1,2
2026-01-19,South,Product A,Online,SMB,6967.33,25,10,8,10,0,117,3733.61,695.91,1,1
2026-01-19,South,Product A,Retail Partner,Enterprise,8487.95,30,8,6,8,0,125,4394.43,433.67,1,1
2026-01-19,South,Product A,Retail Partner,SMB,5448.86,19,7,6,7,0,84,2905.54,268.02,0,1
2026-01-19,South,Product B,Online,Enterprise,5948.83,30,9,7,9,0,131,3537.29,578.52,0,2
2026-01-19,South,Product B,Online,SMB,3775.34,19,7,6,7,0,90,2196.39,337.71,0,1
2026-01-19,South,Product B,Retail Partner,Enterprise,3961.84,20,6,4,6,0,88,2301.16,231.09,0,1
2026-01-19,South,Product B,Retail Partner,SMB,2805.18,14,5,4,5,0,60,1643.7,147.57,0,1
2026-01-19,South,Product C,Online,Enterprise,9137.61,21,6,5,6,0,101,5582.34,810.24,0,1
2026-01-19,South,Product C,Online,SMB,6877.06,16,6,5,6,0,64,3978.84,623.8,0,1
2026-01-19,South,Product C,Retail Partner,Enterprise,7488.52,17,5,4,5,0,74,4457.56,440.02,0,1
2026-01-19,South,Product C,Retail Partner,SMB,4888.35,11,4,3,4,0,44,2871.2,242.17,0,1
2026-01-19,East,Product A,Online,Enterprise,9302.33,32,9,7,9,0,167,4877.61,834.16,1,1
2026-01-19,East,Product A,Online,SMB,6926.43,24,9,7,9,0,102,3565.72,806.16,1,2
2026-01-19,East,Product A,Retail Partner,Enterprise,8227.85,28,8,6,8,0,105,4304.65,514.58,0,1
2026-01-19,East,Product A,Retail Partner,SMB,4724.02,16,6,5,6,0,74,2466.66,249.5,0,1
2026-01-19,East,Product B,Online,Enterprise,5189.85,25,7,5,7,0,107,3069.16,432.51,1,1
2026-01-19,East,Product B,Online,SMB,3466.99,17,7,5,7,0,81,2052.83,298.56,0,1
2026-01-19,East,Product B,Retail Partner,Enterprise,4292.44,21,6,5,6,0,84,2518.02,239.73,1,1
2026-01-19,East,Product B,Retail Partner,SMB,2484.28,12,5,4,5,0,54,1442.27,144.99,0,1
2026-01-19,East,Product C,Online,Enterprise,8899.37,20,6,4,6,0,83,5182.71,801.35,0,1
2026-01-19,East,Product C,Online,SMB,5374.82,12,5,4,5,0,56,3216.21,542.02,0,1
2026-01-19,East,Product C,Retail Partner,Enterprise,6203.05,14,4,3,4,0,62,3676.72,343.91,0,1
2026-01-19,East,Product C,Retail Partner,SMB,3910.83,9,3,3,3,0,41,2309.54,208.34,0,0
2026-01-19,West,Product A,Online,Enterprise,14642.82,50,14,11,14,1,201,7555.72,1412.06,1,3
2026-01-19,West,Product A,Online,SMB,9248.1,32,12,10,12,1,134,4868.22,904.35,1,3
2026-01-19,West,Product A,Retail Partner,Enterprise,9731.09,34,10,8,10,0,140,5218.95,570.99,0,1
2026-01-19,West,Product A,Retail Partner,SMB,5972.09,21,8,6,8,0,90,3172.47,296.42,1,1
2026-01-19,West,Product B,Online,Enterprise,7680.07,37,11,8,11,0,145,4474.36,768.89,1,2
2026-01-19,West,Product B,Online,SMB,4261.69,21,8,6,8,0,95,2486.58,427.27,0,1
2026-01-19,West,Product B,Retail Partner,Enterprise,5156.31,25,7,6,7,0,121,3032.67,245.09,0,1
2026-01-19,West,Product B,Retail Partner,SMB,3208.35,16,6,5,6,0,71,1868.92,175.83,1,1
2026-01-19,West,Product C,Online,Enterprise,10771.28,25,7,6,7,0,112,6397.06,1031.0,0,1
2026-01-19,West,Product C,Online,SMB,7877.0,18,7,6,7,0,82,4747.93,810.57,0,1
2026-01-19,West,Product C,Retail Partner,Enterprise,8993.03,20,6,5,6,0,83,5267.37,452.99,0,1
2026-01-19,West,Product C,Retail Partner,SMB,5431.61,13,5,4,5,0,54,3273.36,319.88,0,1
2026-01-26,North,Product A,Online,Enterprise,14760.07,52,15,12,15,1,230,7856.93,1515.15,1,2
2026-01-26,North,Product A,Online,SMB,9009.45,31,12,9,12,1,153,4691.6,871.72,1,2
2026-01-26,North,Product A,Retail Partner,Enterprise,9823.21,34,10,8,10,1,161,5271.05,477.75,0,1
2026-01-26,North,Product A,Retail Partner,SMB,7038.54,25,9,7,9,0,100,3755.7,424.68,1,1
2026-01-26,North,Product B,Online,Enterprise,7149.12,35,10,8,10,0,158,4153.26,703.62,1,1
2026-01-26,North,Product B,Online,SMB,4939.53,24,9,7,9,0,105,2840.25,484.47,0,1
2026-01-26,North,Product B,Retail Partner,Enterprise,5991.91,30,9,7,9,0,103,3521.47,334.08,1,1
2026-01-26,North,Product B,Retail Partner,SMB,3515.77,18,7,5,7,0,77,2087.06,173.05,0,1
2026-01-26,North,Product C,Online,Enterprise,12583.89,29,8,6,8,0,136,7488.25,1098.36,0,1
2026-01-26,North,Product C,Online,SMB,7032.86,16,6,5,6,0,77,4260.15,615.71,0,1
2026-01-26,North,Product C,Retail Partner,Enterprise,8354.9,19,5,4,5,0,84,5034.33,484.98,0,1
2026-01-26,North,Product C,Retail Partner,SMB,5702.76,13,5,4,5,0,54,3415.49,310.84,0,1
2026-01-26,South,Product A,Online,Enterprise,12261.48,43,12,9,12,1,163,6384.84,1131.92,1,2
2026-01-26,South,Product A,Online,SMB,7163.29,25,10,7,10,0,118,3790.31,676.68,1,1
2026-01-26,South,Product A,Retail Partner,Enterprise,8542.32,30,8,7,8,0,138,4452.07,442.21,0,1
2026-01-26,South,Product A,Retail Partner,SMB,5834.82,21,8,6,8,0,86,3087.05,272.72,0,1
2026-01-26,South,Product B,Online,Enterprise,6342.4,31,9,7,9,1,131,3781.62,595.2,1,1
2026-01-26,South,Product B,Online,SMB,4187.43,21,8,6,8,0,91,2466.06,424.09,0,1
2026-01-26,South,Product B,Retail Partner,Enterprise,4580.24,23,6,5,6,0,89,2687.58,208.94,1,1
2026-01-26,South,Product B,Retail Partner,SMB,2894.96,15,6,4,6,0,61,1719.3,169.92,0,1
2026-01-26,South,Product C,Online,Enterprise,9551.95,22,6,5,6,0,93,5658.39,949.37,0,1
2026-01-26,South,Product C,Online,SMB,6383.6,15,6,4,6,0,66,3851.93,620.45,0,1
2026-01-26,South,Product C,Retail Partner,Enterprise,7132.9,16,5,4,5,0,71,4240.13,402.5,0,1
2026-01-26,South,Product C,Retail Partner,SMB,4684.23,11,4,3,4,0,51,2799.84,222.17,0,1
2026-01-26,East,Product A,Online,Enterprise,9590.45,34,10,7,10,0,161,5179.13,926.16,1,1
2026-01-26,East,Product A,Online,SMB,6664.45,24,9,7,9,0,99,3570.05,565.98,1,1
2026-01-26,East,Product A,Retail Partner,Enterprise,7867.64,27,8,6,8,0,119,4092.66,358.06,1,1
2026-01-26,East,Product A,Retail Partner,SMB,4974.25,18,7,5,7,0,77,2657.76,248.37,0,1
2026-01-26,East,Product B,Online,Enterprise,5378.59,26,7,6,7,0,119,3084.25,514.78,1,1
2026-01-26,East,Product B,Online,SMB,3458.53,17,7,5,7,0,78,1992.6,323.92,0,1
2026-01-26,East,Product B,Retail Partner,Enterprise,3580.3,18,5,4,5,0,80,2091.63,170.46,0,1
2026-01-26,East,Product B,Retail Partner,SMB,2529.5,13,5,4,5,0,55,1495.62,128.44,0,1
2026-01-26,East,Product C,Online,Enterprise,8690.74,20,6,4,6,0,93,5138.7,779.67,0,1
2026-01-26,East,Product C,Online,SMB,5041.69,11,4,3,4,0,59,2984.23,472.32,0,1
2026-01-26,East,Product C,Retail Partner,Enterprise,6205.37,14,4,3,4,0,62,3654.8,299.36,0,1
2026-01-26,East,Product C,Retail Partner,SMB,3943.5,9,3,3,3,0,43,2382.12,210.22,0,0
2026-01-26,West,Product A,Online,Enterprise,13900.88,48,14,11,14,1,208,7212.9,1325.64,1,2
2026-01-26,West,Product A,Online,SMB,9088.89,32,12,10,12,0,136,4690.5,793.47,1,2
2026-01-26,West,Product A,Retail Partner,Enterprise,10086.75,35,10,8,10,1,132,5273.34,541.23,1,2
2026-01-26,West,Product A,Retail Partner,SMB,5889.53,21,8,6,8,0,98,3098.15,295.49,0,1
2026-01-26,West,Product B,Online,Enterprise,7596.66,37,11,9,11,1,148,4381.8,727.47,1,2
2026-01-26,West,Product B,Online,SMB,4804.01,24,9,7,9,0,93,2848.35,591.44,1,2
2026-01-26,West,Product B,Retail Partner,Enterprise,4907.11,25,7,6,7,0,112,2916.68,247.89,0,1
2026-01-26,West,Product B,Retail Partner,SMB,3098.64,15,6,5,6,0,65,1814.73,161.1,0,1
2026-01-26,West,Product C,Online,Enterprise,10956.93,25,7,6,7,0,120,6429.21,965.03,0,1
2026-01-26,West,Product C,Online,SMB,7648.34,17,7,5,7,0,77,4482.66,726.65,0,1
2026-01-26,West,Product C,Retail Partner,Enterprise,7670.22,18,5,4,5,0,83,4711.25,380.72,0,1
2026-01-26,West,Product C,Retail Partner,SMB,5428.43,12,5,4,5,0,54,3126.59,283.97,0,1
2026-02-02,North,Product A,Online,Enterprise,13451.81,47,13,10,13,0,235,7108.3,1318.34,1,1
2026-02-02,North,Product A,Online,SMB,9524.08,33,13,10,13,1,148,5092.43,903.08,1,2
2026-02-02,North,Product A,Retail Partner,Enterprise,9739.55,34,10,8,10,0,158,5110.54,509.63,1,1
2026-02-02,North,Product A,Retail Partner,SMB,7526.71,27,10,8,10,0,114,4041.98,371.46,1,1
2026-02-02,North,Product B,Online,Enterprise,8064.38,40,11,9,11,0,144,4687.51,690.99,1,2
2026-02-02,North,Product B,Online,SMB,5170.26,25,10,8,10,0,108,2988.64,482.91,1,2
2026-02-02,North,Product B,Retail Partner,Enterprise,5160.97,25,7,6,7,0,129,2985.94,300.66,0,1
2026-02-02,North,Product B,Retail Partner,SMB,3766.06,19,7,6,7,0,79,2184.96,210.35,1,1
2026-02-02,North,Product C,Online,Enterprise,12582.34,29,8,7,8,0,126,7560.34,1051.83,1,1
2026-02-02,North,Product C,Online,SMB,7430.36,17,7,5,7,0,79,4375.17,725.52,0,1
2026-02-02,North,Product C,Retail Partner,Enterprise,8070.18,18,5,4,5,0,90,4852.45,390.43,0,1
2026-02-02,North,Product C,Retail Partner,SMB,5481.85,13,5,4,5,0,56,3299.26,306.23,0,1
2026-02-02,South,Product A,Online,Enterprise,11821.4,42,12,10,12,1,167,6385.63,1067.83,1,2
2026-02-02,South,Product A,Online,SMB,8262.71,29,11,9,11,0,127,4324.85,694.99,1,2
